total_firms,total_observations,distressed_firms,distress_events,mean_assets_millions,median_assets_millions,mean_cds_spread_bps,median_cds_spread_bps,pct_large_firms,pct_high_spread
608,28247,573,5765,67293.03658990336,21406.581,140.18728992443832,86.22403333333334,88.21113746592559,3.688887315467129
