roc_auc,average_precision,youden_j_threshold,youden_j_tpr,youden_j_fpr,f1_optimal_threshold,f1_optimal_precision,f1_optimal_recall,current_threshold
0.6677156976456025,0.3627396263514281,0.4558271990729227,0.67053998632946,0.42011219613546646,0.4504306170703337,0.3223852040816326,0.6910457963089542,0.4504
