gvkey,company_name,date,year,quarter,atq,ltq,niq,saleq,seqq,debt_to_equity,debt_to_assets,leverage,current_ratio,cash_ratio,roa,roe,profit_margin,asset_turnover,price,return_1m,log_market_cap,momentum_3m,momentum_12m,volatility_3m,volatility_12m,max_drawdown_12m,cds_spread_lag1,cds_spread_lag4,return_lag1,return_lag4,atq_change,saleq_change,cds_spread,cds_spread_lead_4q,future_cds_change_abs,future_cds_change_pct,distress_flag
1380,Hess Corporation,2010-03-31,2010,1,29949.0,15922.0,538.0,9259.0,14027.0,0.3090468382405361,0.1447460683161374,2.135096599415413,1.2254012561060712,0.1912072575017445,0.0179638719155898,0.0383546018393099,0.0581056269575548,0.309158903469231,62.55,6.5476,23.745209656780364,6.5476,6.5476,,,0.0,,,,,,,81.37093333333333,74.27253333333333,-7.098399999999998,-0.0872350814869191,0.0
1380,Hess Corporation,2010-06-30,2010,2,29500.0,14970.0,375.0,7732.0,14530.0,0.2977288368891947,0.1466440677966101,2.0302821748107363,1.3105845181674565,0.2153238546603475,0.0127118644067796,0.0258086717136958,0.0484997413347128,0.2621016949152542,50.34,-5.188,23.52835715897024,1.3596000000000004,1.3596000000000004,8.298322341292847,,-5.188,81.37093333333333,,6.5476,,-0.014992153327323,-0.1649206177772977,100.06753333333332,82.20983333333334,-17.85769999999998,-0.1784564823888932,0.0
1380,Hess Corporation,2010-09-30,2010,3,33485.0,17657.0,1154.0,7864.0,15828.0,0.3527925195855446,0.166761236374496,2.1155547131665404,1.345972285670778,0.3583066849398508,0.0344631924742422,0.0729087692696487,0.1467446592065106,0.234851426011647,59.12,17.8507,23.689373111719416,19.2103,19.2103,11.52002658171123,,-79.94673159999999,100.06753333333332,,-5.188,,0.1350847457627118,0.017071908949819,101.6523,139.92533333333333,38.27303333333333,0.3765092706543121,1.0
1380,Hess Corporation,2010-12-31,2010,4,35396.0,18587.0,58.0,9007.0,16809.0,0.3321434945564876,0.1577296869702791,2.105776667261586,1.1532904242742676,0.2112176540128727,0.0016386032320036,0.0034505324528526,0.0064394359942267,0.2544637812182167,76.54,9.4076,23.97380451543339,22.070300000000003,28.6179,11.655464917511155,,-822.64600380016,101.6523,,17.8507,,0.0570703299985067,0.1453458799593081,80.73616666666668,177.88463333333334,97.14846666666666,1.2032831217731828,1.0
1380,Hess Corporation,2011-03-31,2011,1,36637.0,18520.0,929.0,10215.0,18117.0,0.3064525031738146,0.1515407920954226,2.022244300932825,1.2836348796082169,0.2677186777309209,0.0253568796571771,0.051277805376166,0.0909446891825746,0.2788164969839233,85.21,-1.9763,24.08768495319124,25.282,26.6416,9.949782625933764,,0.0,80.73616666666668,81.37093333333333,9.4076,6.5476,0.0350604588089049,0.1341179082935495,74.27253333333333,145.29600000000002,71.02346666666669,0.9562548021341228,1.0
1380,Hess Corporation,2011-06-30,2011,2,36991.0,18087.0,607.0,9853.0,18904.0,0.2931125687685146,0.1497931929388229,1.956781633516716,1.307533843437316,0.3228369629193643,0.0164093968803222,0.032109606432501,0.0616056023546128,0.2663620880754778,74.76,-5.2765,23.957994763561203,2.1548,21.3651,7.703973996797587,9.30167872606875,-5.2765,74.27253333333333,100.06753333333332,-1.9763,-5.188,0.0096623631847585,-0.0354380812530592,82.20983333333334,162.09713333333335,79.88730000000001,0.9717487161916966,1.0
1380,Hess Corporation,2011-09-30,2011,3,37339.0,18425.0,298.0,8665.0,18914.0,0.295654012900497,0.1497629824044564,1.974146135137993,1.1321525885558583,0.1251892219194671,0.0079809314657596,0.0157555250079306,0.0343912290825158,0.2320629904389512,52.46,-11.4257,23.60416003100692,-18.6785,9.9394,4.795747092303074,10.207167223643816,0.0,82.20983333333334,101.6523,-5.2765,17.8507,0.0094076937633478,-0.1205724144930477,139.92533333333333,204.66706666666664,64.74173333333331,0.4626877191645067,1.0
1380,Hess Corporation,2011-12-31,2011,4,39136.0,20544.0,-131.0,9733.0,18592.0,0.3257852839931153,0.1547679885527391,2.1049913941480205,1.029506172839506,0.0433333333333333,-0.0033473017170891,-0.0070460413080895,-0.0134593650467481,0.2486968520032706,56.8,-5.5131,23.683698340445247,-22.215300000000003,4.4263,3.483950797585989,9.7627274262059,-5.5131,139.92533333333333,80.73616666666668,-11.4257,9.4076,0.0481266236374835,0.1232544720138488,177.88463333333334,149.22633333333332,-28.658300000000025,-0.1611061026631681,0.0
1380,Hess Corporation,2012-03-31,2012,1,40647.0,21490.0,545.0,2896.0,19157.0,0.3642532755650676,0.1716731862130046,2.1217831602025368,1.0025637895250883,0.0483457453302405,0.0134081236007577,0.0284491308660019,0.1881906077348066,0.0712475705464117,58.95,-9.0419,23.72574111034221,-25.9807,-4.615600000000001,2.9747204529725777,9.676090473702578,0.0,177.88463333333334,74.27253333333333,-5.5131,-1.9763,0.0386089533932951,-0.7024555635466968,145.29600000000002,157.41403333333332,12.1180333333333,0.083402387769335,0.0
1380,Hess Corporation,2012-06-30,2012,2,40614.0,20655.0,549.0,3324.0,19959.0,0.3930557643168495,0.1931599940907076,2.0348714865474222,1.1187182382834555,0.0577357425183512,0.0135175062786231,0.0275063880955959,0.1651624548736462,0.0818436992170187,43.45,-0.3432,23.42079407254416,-14.8982,-4.958800000000001,4.375074802027204,9.12286331852256,-0.3431999999999999,145.29600000000002,82.20983333333334,-9.0419,-5.2765,-0.0008118680345412,0.1477900552486188,162.09713333333335,130.86683333333335,-31.2303,-0.1926641104490023,0.0
